area,bedrooms,bathrooms,stories,parking,x0_yes,x1_yes,x2_yes,x3_yes,x4_yes,x5_yes,x6_semi-furnished,x6_unfurnished,price
1.0467262882352133,1.4034193573588298,1.4218117367065486,1.3782169202337835,1.5176924895404067,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13300000
1.7570095257333957,1.4034193573588298,5.405808633904846,2.53202371213457,2.679409353022881,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12250000
2.218232407225722,0.047278311684073836,1.4218117367065486,0.22441012833299692,1.5176924895404067,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,12250000
1.0836241187545992,1.4034193573588298,1.4218117367065486,0.22441012833299692,2.679409353022881,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,12215000
1.0467262882352133,1.4034193573588298,-0.5701867118926005,0.22441012833299692,1.5176924895404067,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11410000
1.0836241187545992,0.047278311684073836,3.4138101853056977,-0.9293966635677897,1.5176924895404067,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,10850000
1.5817448307663118,1.4034193573588298,3.4138101853056977,2.53202371213457,1.5176924895404067,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,10150000
5.096263187737839,2.7595604030335856,3.4138101853056977,0.22441012833299692,-0.8057412374245417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10150000
1.3603578476499951,1.4034193573588298,-0.5701867118926005,0.22441012833299692,1.5176924895404067,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9870000
0.2764840761430282,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9800000
3.712594543260859,0.047278311684073836,-0.5701867118926005,0.22441012833299692,1.5176924895404067,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9800000
0.39178979651610985,1.4034193573588298,3.4138101853056977,0.22441012833299692,1.5176924895404067,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9681000
0.6454623813368893,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,9310000
-0.761267407214706,1.4034193573588298,1.4218117367065486,0.22441012833299692,1.5176924895404067,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9240000
1.2219909832022973,0.047278311684073836,1.4218117367065486,0.22441012833299692,-0.8057412374245417,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9240000
0.39178979651610985,1.4034193573588298,-0.5701867118926005,0.22441012833299692,1.5176924895404067,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9100000
0.6685235254115056,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,9100000
1.5448470002469257,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8960000
-0.253922237573147,0.047278311684073836,1.4218117367065486,0.22441012833299692,1.5176924895404067,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8890000
0.5855034067428869,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,8855000
-0.3830646443909984,0.047278311684073836,-0.5701867118926005,0.22441012833299692,1.5176924895404067,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8750000
0.9245022246397467,0.047278311684073836,1.4218117367065486,-0.9293966635677897,1.5176924895404067,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8680000
1.3372967035753787,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8645000
-0.2723711528328401,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8645000
1.6832138646946235,0.047278311684073836,1.4218117367065486,0.22441012833299692,1.5176924895404067,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8575000
0.6408501525219661,1.4034193573588298,1.4218117367065486,0.22441012833299692,1.5176924895404067,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8540000
0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8463000
1.717805580806548,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8400000
1.2911744154261462,2.7595604030335856,1.4218117367065486,0.22441012833299692,1.5176924895404067,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8400000
0.16117835576994666,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8400000
1.0720935467172912,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8400000
0.8530126780084362,0.047278311684073836,-0.5701867118926005,2.53202371213457,1.5176924895404067,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8400000
-0.12477983075529565,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8295000
0.3733408812564168,0.047278311684073836,3.4138101853056977,0.22441012833299692,0.35597562605793237,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8190000
0.779217016969664,2.7595604030335856,-0.5701867118926005,0.22441012833299692,0.35597562605793237,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8120000
0.8530126780084362,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8080940
1.0753221068877374,0.047278311684073836,1.4218117367065486,1.3782169202337835,0.35597562605793237,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8043000
1.7754584409930887,1.4034193573588298,1.4218117367065486,2.53202371213457,1.5176924895404067,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7980000
0.39178979651610985,0.047278311684073836,-0.5701867118926005,2.53202371213457,1.5176924895404067,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7962500
0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7910000
0.6454623813368893,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7875000
0.5578300338533473,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7840000
0.6131767796324264,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7700000
0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,1.5176924895404067,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7700000
0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7560000
0.39178979651610985,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7560000
0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7525000
0.6685235254115056,0.047278311684073836,-0.5701867118926005,2.53202371213457,2.679409353022881,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7490000
-0.39228910202084494,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7455000
1.0559507458650597,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,7420000
1.0559507458650597,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7420000
0.5416872330011159,0.047278311684073836,-0.5701867118926005,2.53202371213457,0.35597562605793237,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7420000
0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7350000
-0.00024965275236754836,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7350000
